calendar_date,year,month,day,month_name,date_label,drink_index,alcohol,amount,unit,abv,price,currency,notes,preview
2023-01-01,2023,1,1,January,1 January,1,Beer,3000,ml,,,₽,,3l
2023-01-02,2023,1,2,January,2 January,1,Beer,1000,ml,,,₽,,1l
2023-01-03,2023,1,3,January,3 January,1,Beer,1200,ml,4.5,,₽,у кирилла,1.2l
2023-01-04,2023,1,4,January,4 January,1,,,,,,,,
2023-01-05,2023,1,5,January,5 January,1,Beer,1000,ml,,,₽,,1l
2023-01-06,2023,1,6,January,6 January,1,Beer,1000,ml,,,₽,,1l
2023-01-07,2023,1,7,January,7 January,1,Beer,1000,ml,4.5,120,₽,,"1l
120 ₽"
2023-01-08,2023,1,8,January,8 January,1,Beer,1500,ml,5,,₽,у сереги,1.5l
2023-01-09,2023,1,9,January,9 January,1,,,,,,,,
2023-01-10,2023,1,10,January,10 January,1,,,,,,,,
2023-01-11,2023,1,11,January,11 January,1,,,,,,,,
2023-01-12,2023,1,12,January,12 January,1,Beer,3000,ml,5,1000,₽,,"3l
1000 ₽"
2023-01-13,2023,1,13,January,13 January,1,,,,,,,,
2023-01-14,2023,1,14,January,14 January,1,Beer,1000,ml,4.8,110,₽,,"1l
110 ₽"
2023-01-15,2023,1,15,January,15 January,1,Beer,500,ml,4.8,55,₽,,"0.5l
55 ₽"
2023-01-16,2023,1,16,January,16 January,1,Beer,1000,ml,5.5,120,₽,,"1l
120 ₽"
2023-01-17,2023,1,17,January,17 January,1,Beer,500,ml,65,80,₽,,"0.5l
80 ₽"
2023-01-18,2023,1,18,January,18 January,1,,,,,,,,
2023-01-19,2023,1,19,January,19 January,1,Beer,2000,ml,5,240,₽,,"2l
240 ₽"
2023-01-20,2023,1,20,January,20 January,1,Beer,400,ml,5.5,,₽,,0.4l
2023-01-21,2023,1,21,January,21 January,1,,,,,,,,
2023-01-22,2023,1,22,January,22 January,1,,,,,,,,
2023-01-23,2023,1,23,January,23 January,1,,,,,,,,
2023-01-24,2023,1,24,January,24 January,1,,,,,,,,
2023-01-25,2023,1,25,January,25 January,1,,,,,,,,
2023-01-26,2023,1,26,January,26 January,1,,,,,,,,
2023-01-27,2023,1,27,January,27 January,1,,,,,,,,
2023-01-28,2023,1,28,January,28 January,1,,,,,,,,
2023-01-29,2023,1,29,January,29 January,1,,,,,,,,
2023-01-30,2023,1,30,January,30 January,1,,,,,,,,
2023-01-31,2023,1,31,January,31 January,1,,,,,,,,
2023-02-01,2023,2,1,February,1 February,1,,,,,,,,
2023-02-02,2023,2,2,February,2 February,1,,,,,,,,
2023-02-03,2023,2,3,February,3 February,1,,,,,,,,
2023-02-04,2023,2,4,February,4 February,1,,,,,,,,
2023-02-05,2023,2,5,February,5 February,1,,,,,,,,
2023-02-06,2023,2,6,February,6 February,1,,,,,,,,
2023-02-07,2023,2,7,February,7 February,1,Beer,2000,ml,5,250,₽,,"2l
250 ₽"
2023-02-08,2023,2,8,February,8 February,1,Beer,1500,ml,,200,₽,,"1.5l
200 ₽"
2023-02-09,2023,2,9,February,9 February,1,,,,,,,,
2023-02-10,2023,2,10,February,10 February,1,,,,,,,,
2023-02-11,2023,2,11,February,11 February,1,,,,,,,,
2023-02-12,2023,2,12,February,12 February,1,Beer,3500,ml,5,1200,₽,,"3.5l
1200 ₽"
2023-02-13,2023,2,13,February,13 February,1,,,,,,,,
2023-02-14,2023,2,14,February,14 February,1,,,,,,,,
2023-02-15,2023,2,15,February,15 February,1,Beer,500,ml,5.9,60,₽,,"0.5l
60 ₽"
2023-02-16,2023,2,16,February,16 February,1,Beer,2000,ml,5.5,200,₽,,"2l
200 ₽"
2023-02-17,2023,2,17,February,17 February,1,Beer,500,ml,,60,₽,,"0.5l
60 ₽"
2023-02-18,2023,2,18,February,18 February,1,,,,,,,,
2023-02-19,2023,2,19,February,19 February,1,Beer,1250,ml,,150,₽,,"1.25l
150 ₽"
2023-02-20,2023,2,20,February,20 February,1,Whiskey,150,ml,40,,₽,,0.15l
2023-02-20,2023,2,20,February,20 February,2,Beer,2000,ml,5,200,₽,,"2l
200 ₽"
2023-02-21,2023,2,21,February,21 February,1,,,,,,,,
2023-02-22,2023,2,22,February,22 February,1,Cocktail,250,ml,20,300,₽,"деревенька почти, настойка","0.25l
300 ₽"
2023-02-22,2023,2,22,February,22 February,2,Beer,1800,ml,,740,₽,,"1.8l
740 ₽"
2023-02-23,2023,2,23,February,23 February,1,Beer,250,ml,,,₽,,0.25l
2023-02-24,2023,2,24,February,24 February,1,,,,,,,,
2023-02-25,2023,2,25,February,25 February,1,,,,,,,,
2023-02-26,2023,2,26,February,26 February,1,Beer,2500,ml,6,800,₽,,"2.5l
800 ₽"
2023-02-26,2023,2,26,February,26 February,2,Liquor,250,ml,20,140,₽,,"0.25l
140 ₽"
2023-02-27,2023,2,27,February,27 February,1,,,,,,,,
2023-02-28,2023,2,28,February,28 February,1,Whiskey,150,ml,40,,₽,,0.15l
2023-02-28,2023,2,28,February,28 February,2,Beer,1700,ml,,150,₽,,"1.7l
150 ₽"
2023-03-01,2023,3,1,March,1 March,1,,,,,,,,
2023-03-02,2023,3,2,March,2 March,1,Whiskey,50,ml,40,,₽,,50ml
2023-03-02,2023,3,2,March,2 March,2,Red wine,600,ml,,300,₽,,"0.6l
300 ₽"
2023-03-02,2023,3,2,March,2 March,3,Beer,800,ml,,,₽,,0.8l
2023-03-03,2023,3,3,March,3 March,1,Rum,100,ml,,,₽,,0.1l
2023-03-03,2023,3,3,March,3 March,2,Beer,2000,ml,,220,₽,,"2l
220 ₽"
2023-03-04,2023,3,4,March,4 March,1,Beer,2500,ml,,200,₽,,"2.5l
200 ₽"
2023-03-05,2023,3,5,March,5 March,1,Red wine,1200,ml,,800,₽,,"1.2l
800 ₽"
2023-03-06,2023,3,6,March,6 March,1,,,,,,,,
2023-03-07,2023,3,7,March,7 March,1,Beer,2500,ml,,250,₽,,"2.5l
250 ₽"
2023-03-08,2023,3,8,March,8 March,1,,,,,,,,
2023-03-09,2023,3,9,March,9 March,1,,,,,,,,
2023-03-10,2023,3,10,March,10 March,1,,,,,,,,
2023-03-11,2023,3,11,March,11 March,1,Vodka,200,ml,40,,₽,,0.2l
2023-03-12,2023,3,12,March,12 March,1,,,,,,,,
2023-03-13,2023,3,13,March,13 March,1,Cocktail,100,ml,,,₽,лимончелло,0.1l
2023-03-13,2023,3,13,March,13 March,2,Beer,900,ml,,,₽,,0.9l
2023-03-14,2023,3,14,March,14 March,1,,,,,,,,
2023-03-15,2023,3,15,March,15 March,1,,,,,,,,
2023-03-16,2023,3,16,March,16 March,1,Vodka,100,ml,40,,₽,,0.1l
2023-03-16,2023,3,16,March,16 March,2,Beer,2000,ml,,150,₽,,"2l
150 ₽"
2023-03-17,2023,3,17,March,17 March,1,Whiskey,200,ml,40,,₽,,0.2l
2023-03-17,2023,3,17,March,17 March,2,Beer,3500,ml,,1000,₽,,"3.5l
1000 ₽"
2023-03-18,2023,3,18,March,18 March,1,Beer,300,ml,8.5,,₽,,0.3l
2023-03-19,2023,3,19,March,19 March,1,Beer,1500,ml,,300,₽,,"1.5l
300 ₽"
2023-03-20,2023,3,20,March,20 March,1,Beer,2200,ml,,350,₽,,"2.2l
350 ₽"
2023-03-21,2023,3,21,March,21 March,1,,,,,,,,
2023-03-22,2023,3,22,March,22 March,1,,,,,,,,
2023-03-23,2023,3,23,March,23 March,1,Beer,1000,ml,,145,₽,,"1l
145 ₽"
2023-03-24,2023,3,24,March,24 March,1,Cocktail,200,ml,20,,₽,,0.2l
2023-03-24,2023,3,24,March,24 March,2,Beer,200,ml,,,₽,,0.2l
2023-03-25,2023,3,25,March,25 March,1,,,,,,,,
2023-03-26,2023,3,26,March,26 March,1,,,,,,,,
2023-03-27,2023,3,27,March,27 March,1,,,,,,,,
2023-03-28,2023,3,28,March,28 March,1,,,,,,,,
2023-03-29,2023,3,29,March,29 March,1,Liquor,200,ml,,400,₽,Limonchello,"0.2l
400 ₽"
2023-03-29,2023,3,29,March,29 March,2,Beer,1200,ml,,,₽,,1.2l
2023-03-30,2023,3,30,March,30 March,1,,,,,,,,
2023-03-31,2023,3,31,March,31 March,1,,,,,,,,
2023-04-01,2023,4,1,April,1 April,1,Sambuca,200,ml,,,₽,,0.2l
2023-04-01,2023,4,1,April,1 April,2,Liquor,500,ml,25,800,₽,limonchello,"0.5l
800 ₽"
2023-04-01,2023,4,1,April,1 April,3,Vodka,500,ml,40,,₽,,0.5l
2023-04-02,2023,4,2,April,2 April,1,Beer,500,ml,,54,₽,,"0.5l
54 ₽"
2023-04-03,2023,4,3,April,3 April,1,,,,,,,,
2023-04-04,2023,4,4,April,4 April,1,,,,,,,,
2023-04-05,2023,4,5,April,5 April,1,,,,,,,,
2023-04-06,2023,4,6,April,6 April,1,,,,,,,,
2023-04-07,2023,4,7,April,7 April,1,,,,,,,,
2023-04-08,2023,4,8,April,8 April,1,,,,,,,,
2023-04-09,2023,4,9,April,9 April,1,,,,,,,,
2023-04-10,2023,4,10,April,10 April,1,,,,,,,,
2023-04-11,2023,4,11,April,11 April,1,,,,,,,,
2023-04-12,2023,4,12,April,12 April,1,,,,,,,,
2023-04-13,2023,4,13,April,13 April,1,,,,,,,,
2023-04-14,2023,4,14,April,14 April,1,,,,,,,,
2023-04-15,2023,4,15,April,15 April,1,,,,,,,,
2023-04-16,2023,4,16,April,16 April,1,Beer,1800,ml,,,₽,,1.8l
2023-04-17,2023,4,17,April,17 April,1,Beer,500,ml,,70,₽,,"0.5l
70 ₽"
2023-04-18,2023,4,18,April,18 April,1,Beer,500,ml,,70,₽,,"0.5l
70 ₽"
2023-04-19,2023,4,19,April,19 April,1,Beer,1300,ml,,50,₽,,"1.3l
50 ₽"
2023-04-20,2023,4,20,April,20 April,1,,,,,,,,
2023-04-21,2023,4,21,April,21 April,1,,,,,,,,
2023-04-22,2023,4,22,April,22 April,1,,,,,,,,
2023-04-23,2023,4,23,April,23 April,1,Beer,500,ml,,,₽,,0.5l
2023-04-24,2023,4,24,April,24 April,1,,,,,,,,
2023-04-25,2023,4,25,April,25 April,1,,,,,,,,
2023-04-26,2023,4,26,April,26 April,1,,,,,,,,
2023-04-27,2023,4,27,April,27 April,1,Beer,1500,ml,,,₽,,1.5l
2023-04-28,2023,4,28,April,28 April,1,Vodka,400,ml,40,,₽,,0.4l
2023-04-28,2023,4,28,April,28 April,2,Beer,1500,ml,,,₽,сидр,1.5l
2023-04-28,2023,4,28,April,28 April,3,Beer,1500,ml,,,₽,,1.5l
2023-04-29,2023,4,29,April,29 April,1,Vodka,200,ml,40,,₽,,0.2l
2023-04-29,2023,4,29,April,29 April,2,Beer,2500,ml,,,₽,,2.5l
2023-04-30,2023,4,30,April,30 April,1,Beer,1200,ml,,138,₽,,"1.2l
138 ₽"
2023-05-01,2023,5,1,May,1 May,1,Beer,2000,ml,,260,₽,,"2l
260 ₽"
2023-05-02,2023,5,2,May,2 May,1,,,,,,,,
2023-05-03,2023,5,3,May,3 May,1,,,,,,,,
2023-05-04,2023,5,4,May,4 May,1,,,,,,,,
2023-05-05,2023,5,5,May,5 May,1,,,,,,,,
2023-05-06,2023,5,6,May,6 May,1,,,,,,,,
2023-05-07,2023,5,7,May,7 May,1,Vodka,250,ml,40,,₽,,0.25l
2023-05-07,2023,5,7,May,7 May,2,Beer,3000,ml,,,₽,,3l
2023-05-08,2023,5,8,May,8 May,1,Beer,1800,ml,,,₽,Афанасий под Гоблина братва и кольцо,1.8l
2023-05-09,2023,5,9,May,9 May,1,Cognac,150,ml,,,₽,бауманец 20 лет назад закончил стаканчики есть?,0.15l
2023-05-09,2023,5,9,May,9 May,2,Beer,3000,ml,,,₽,,3l
2023-05-10,2023,5,10,May,10 May,1,,,,,,,,
2023-05-11,2023,5,11,May,11 May,1,,,,,,,,
2023-05-12,2023,5,12,May,12 May,1,Beer,2000,ml,,2000,₽,,"2l
2000 ₽"
2023-05-13,2023,5,13,May,13 May,1,Rum,100,ml,,,₽,,0.1l
2023-05-13,2023,5,13,May,13 May,2,White wine,200,ml,,,₽,,0.2l
2023-05-13,2023,5,13,May,13 May,3,Beer,3500,ml,,300,₽,,"3.5l
300 ₽"
2023-05-14,2023,5,14,May,14 May,1,,,,,,,,
2023-05-15,2023,5,15,May,15 May,1,,,,,,,,
2023-05-16,2023,5,16,May,16 May,1,,,,,,,,
2023-05-17,2023,5,17,May,17 May,1,,,,,,,,
2023-05-18,2023,5,18,May,18 May,1,,,,,,,,
2023-05-19,2023,5,19,May,19 May,1,,,,,,,,
2023-05-20,2023,5,20,May,20 May,1,Beer,3000,ml,,600,₽,4 сиськи,"3l
600 ₽"
2023-05-21,2023,5,21,May,21 May,1,,,,,,,,
2023-05-22,2023,5,22,May,22 May,1,,,,,,,,
2023-05-23,2023,5,23,May,23 May,1,,,,,,,,
2023-05-24,2023,5,24,May,24 May,1,,,,,,,,
2023-05-25,2023,5,25,May,25 May,1,,,,,,,,
2023-05-26,2023,5,26,May,26 May,1,Vodka,300,ml,40,,₽,,0.3l
2023-05-26,2023,5,26,May,26 May,2,Beer,1500,ml,,138,₽,,"1.5l
138 ₽"
2023-05-27,2023,5,27,May,27 May,1,Beer,1800,ml,,280,₽,,"1.8l
280 ₽"
2023-05-28,2023,5,28,May,28 May,1,,,,,,,,
2023-05-29,2023,5,29,May,29 May,1,,,,,,,,
2023-05-30,2023,5,30,May,30 May,1,,,,,,,,
2023-05-31,2023,5,31,May,31 May,1,,,,,,,,
2023-06-01,2023,6,1,June,1 June,1,Beer,1600,ml,,200,₽,,"1.6l
200 ₽"
2023-06-02,2023,6,2,June,2 June,1,Beer,500,ml,,,₽,,0.5l
2023-06-03,2023,6,3,June,3 June,1,,,,,,,,
2023-06-04,2023,6,4,June,4 June,1,,,,,,,,
2023-06-05,2023,6,5,June,5 June,1,,,,,,,,
2023-06-06,2023,6,6,June,6 June,1,,,,,,,,
2023-06-07,2023,6,7,June,7 June,1,,,,,,,,
2023-06-08,2023,6,8,June,8 June,1,,,,,,,,
2023-06-09,2023,6,9,June,9 June,1,Red wine,1000,ml,,600,₽,,"1l
600 ₽"
2023-06-09,2023,6,9,June,9 June,2,Beer,1000,ml,,120,₽,,"1l
120 ₽"
2023-06-10,2023,6,10,June,10 June,1,Beer,2000,ml,,300,₽,,"2l
300 ₽"
2023-06-10,2023,6,10,June,10 June,2,Red wine,200,ml,,300,₽,,"0.2l
300 ₽"
2023-06-11,2023,6,11,June,11 June,1,Beer,1300,ml,,140,₽,,"1.3l
140 ₽"
2023-06-12,2023,6,12,June,12 June,1,Beer,2000,ml,,300,₽,,"2l
300 ₽"
2023-06-13,2023,6,13,June,13 June,1,,,,,,,,
2023-06-14,2023,6,14,June,14 June,1,,,,,,,,
2023-06-15,2023,6,15,June,15 June,1,,,,,,,,
2023-06-16,2023,6,16,June,16 June,1,,,,,,,,
2023-06-17,2023,6,17,June,17 June,1,Beer,2500,ml,,420,₽,3 сиськи на двоих,"2.5l
420 ₽"
2023-06-18,2023,6,18,June,18 June,1,,,,,,,,
2023-06-19,2023,6,19,June,19 June,1,,,,,,,,
2023-06-20,2023,6,20,June,20 June,1,,,,,,,,
2023-06-21,2023,6,21,June,21 June,1,,,,,,,,
2023-06-22,2023,6,22,June,22 June,1,Tequila,100,ml,,,₽,Макс пару котэйлэй сделал,0.1l
2023-06-22,2023,6,22,June,22 June,2,Beer,568,ml,,,₽,Макс подогнал,0.57l
2023-06-23,2023,6,23,June,23 June,1,Cider,1800,ml,,200,₽,,"1.8l
200 ₽"
2023-06-23,2023,6,23,June,23 June,2,Beer,1000,ml,,140,₽,,"1l
140 ₽"
2023-06-24,2023,6,24,June,24 June,1,Beer,3000,ml,,,₽,др Лизы,3l
2023-06-25,2023,6,25,June,25 June,1,,,,,,,,
2023-06-26,2023,6,26,June,26 June,1,,,,,,,,
2023-06-27,2023,6,27,June,27 June,1,Beer,1500,ml,,140,₽,,"1.5l
140 ₽"
2023-06-28,2023,6,28,June,28 June,1,,,,,,,,
2023-06-29,2023,6,29,June,29 June,1,,,,,,,,
2023-06-29,2023,6,29,June,29 June,2,,,,,,,,
2023-06-30,2023,6,30,June,30 June,1,,,,,,,,
2023-07-01,2023,7,1,July,1 July,1,Beer,7000,ml,,1200,₽,дача Марины,"7l
1200 ₽"
2023-07-02,2023,7,2,July,2 July,1,,,,,,,,
2023-07-06,2023,7,6,July,6 July,1,Beer,1000,ml,,170,₽,,"1l
170 ₽"
2023-07-07,2023,7,7,July,7 July,1,Beer,2500,ml,,600,₽,волковская,"2.5l
600 ₽"
2023-07-13,2023,7,13,July,13 July,1,Red wine,400,ml,,,₽,,0.4l
2023-07-13,2023,7,13,July,13 July,2,Beer,500,ml,,,₽,,0.5l
2023-07-13,2023,7,13,July,13 July,3,Vodka,150,ml,40,,₽,,0.15l
2023-07-14,2023,7,14,July,14 July,1,White wine,1000,ml,,1500,₽,портвешок,"1l
1500 ₽"
2023-07-15,2023,7,15,July,15 July,1,Beer,2000,ml,,,₽,,2l
2023-07-15,2023,7,15,July,15 July,2,Red wine,700,ml,,300,₽,,"0.7l
300 ₽"
2023-07-16,2023,7,16,July,16 July,1,Beer,3500,ml,,,₽,,3.5l
2023-07-17,2023,7,17,July,17 July,1,Beer,2000,ml,,,₽,,2l
2023-07-18,2023,7,18,July,18 July,1,Red wine,200,ml,,,₽,,0.2l
2023-07-18,2023,7,18,July,18 July,2,Beer,1000,ml,,,₽,,1l
2023-07-19,2023,7,19,July,19 July,1,Beer,2000,ml,,,₽,,2l
2023-07-20,2023,7,20,July,20 July,1,Beer,1000,ml,,,₽,,1l
2023-07-20,2023,7,20,July,20 July,2,Red wine,500,ml,,,₽,,0.5l
2023-07-22,2023,7,22,July,22 July,1,Vodka,150,ml,40,,₽,,0.15l
2023-07-22,2023,7,22,July,22 July,2,Beer,1200,ml,,,₽,,1.2l
2023-07-25,2023,7,25,July,25 July,1,Beer,500,ml,,72,₽,,"0.5l
72 ₽"
2023-07-27,2023,7,27,July,27 July,1,Beer,1300,ml,,,₽,,1.3l
2023-07-28,2023,7,28,July,28 July,1,Vodka,150,ml,40,,₽,,0.15l
2023-07-28,2023,7,28,July,28 July,2,Beer,1500,ml,,,₽,,1.5l
2023-07-29,2023,7,29,July,29 July,1,Beer,1500,ml,,,₽,,1.5l
2023-08-04,2023,8,4,August,4 August,1,Beer,2500,ml,,350,₽,,"2.5l
350 ₽"
2023-08-08,2023,8,8,August,8 August,1,Champagne,400,ml,8,250,₽,,"0.4l
250 ₽"
2023-08-08,2023,8,8,August,8 August,2,Cider,500,ml,,65,₽,,"0.5l
65 ₽"
2023-08-08,2023,8,8,August,8 August,3,Beer,1000,ml,,150,₽,,"1l
150 ₽"
2023-08-10,2023,8,10,August,10 August,1,Champagne,400,ml,,260,₽,,"0.4l
260 ₽"
2023-08-10,2023,8,10,August,10 August,2,Beer,1300,ml,,300,₽,,"1.3l
300 ₽"
2023-08-11,2023,8,11,August,11 August,1,Vodka,100,ml,40,,₽,,0.1l
2023-08-11,2023,8,11,August,11 August,2,Beer,3000,ml,,500,₽,,"3l
500 ₽"
2023-08-12,2023,8,12,August,12 August,1,Vodka,200,ml,40,,₽,,0.2l
2023-08-12,2023,8,12,August,12 August,2,Beer,3500,ml,,600,₽,,"3.5l
600 ₽"
2023-08-13,2023,8,13,August,13 August,1,Beer,700,ml,,,₽,,0.7l
2023-08-20,2023,8,20,August,20 August,1,Vodka,150,ml,40,,₽,,0.15l
2023-08-20,2023,8,20,August,20 August,2,Beer,1500,ml,,,₽,,1.5l
2023-08-21,2023,8,21,August,21 August,1,Vodka,200,ml,,,₽,,0.2l
2023-08-21,2023,8,21,August,21 August,2,Beer,1000,ml,,,₽,,1l
2023-08-22,2023,8,22,August,22 August,1,Vodka,200,ml,40,,₽,,0.2l
2023-08-22,2023,8,22,August,22 August,2,Beer,1000,ml,,,₽,,1l
2023-08-23,2023,8,23,August,23 August,1,Beer,1500,ml,,,₽,,1.5l
2023-08-24,2023,8,24,August,24 August,1,Vodka,250,ml,40,2500,₽,цена за всю водку за год,"0.25l
2500 ₽"
2023-08-24,2023,8,24,August,24 August,2,Beer,2500,ml,,,₽,,2.5l
2023-09-02,2023,9,2,September,2 September,1,Beer,1700,ml,,250,₽,,"1.7l
250 ₽"
2023-09-04,2023,9,4,September,4 September,1,Beer,3000,ml,,300,₽,,"3l
300 ₽"
2023-09-09,2023,9,9,September,9 September,1,Cider,1400,ml,,350,₽,,"1.4l
350 ₽"
2023-09-11,2023,9,11,September,11 September,1,Beer,1600,ml,,,₽,,1.6l
2023-09-14,2023,9,14,September,14 September,1,Beer,1600,ml,,400,₽,,"1.6l
400 ₽"
2023-09-15,2023,9,15,September,15 September,1,Beer,500,ml,,,₽,,0.5l
2023-09-16,2023,9,16,September,16 September,1,Beer,1500,ml,,200,₽,,"1.5l
200 ₽"
2023-09-22,2023,9,22,September,22 September,1,White wine,350,ml,,300,₽,,"0.35l
300 ₽"
2023-09-22,2023,9,22,September,22 September,2,Red wine,350,ml,,300,₽,,"0.35l
300 ₽"
2023-09-23,2023,9,23,September,23 September,1,Cider,500,ml,,70,₽,,"0.5l
70 ₽"
2023-09-23,2023,9,23,September,23 September,2,Beer,1000,ml,,130,₽,,"1l
130 ₽"
2023-09-24,2023,9,24,September,24 September,1,Beer,1000,ml,,120,₽,,"1l
120 ₽"
2023-09-29,2023,9,29,September,29 September,1,Beer,2300,ml,,500,₽,,"2.3l
500 ₽"
2023-09-30,2023,9,30,September,30 September,1,Cider,500,ml,,60,₽,,"0.5l
60 ₽"
2023-10-01,2023,10,1,October,1 October,1,Beer,1000,ml,,130,₽,,"1l
130 ₽"
2023-10-02,2023,10,2,October,2 October,1,,,,,,,,
2023-10-03,2023,10,3,October,3 October,1,,,,,,,,
2023-10-04,2023,10,4,October,4 October,1,,,,,,,,
2023-10-05,2023,10,5,October,5 October,1,,,,,,,,
2023-10-06,2023,10,6,October,6 October,1,Beer,3000,ml,,3000,₽,,"3l
3000 ₽"
2023-10-07,2023,10,7,October,7 October,1,Beer,500,ml,,,₽,,0.5l
2023-10-08,2023,10,8,October,8 October,1,Beer,500,ml,,,₽,,0.5l
2023-10-09,2023,10,9,October,9 October,1,,,,,,,,
2023-10-10,2023,10,10,October,10 October,1,,,,,,,,
2023-10-11,2023,10,11,October,11 October,1,Beer,1400,ml,,300,₽,Оппенгеймер,"1.4l
300 ₽"
2023-10-12,2023,10,12,October,12 October,1,,,,,,,,
2023-10-13,2023,10,13,October,13 October,1,Cider,500,ml,,,₽,,0.5l
2023-10-13,2023,10,13,October,13 October,2,Beer,1000,ml,,,₽,,1l
